plik,emocja_prawdziwa,emocja_predykcja,zgodność,prawd_emocji_prawidłowej_%,angry_%,disgust_%,fear_%,happy_%,sad_%,surprise_%,neutral_%
FER2013/test\sad\PublicTest_33237183.jpg,sad,fear,NIE,0.12,5.91,0.0,91.56,2.41,0.12,0.0,0.0
FER2013/test\sad\PublicTest_43202166.jpg,sad,sad,TAK,98.78,0.01,0.0,0.17,0.0,98.78,0.0,1.04
FER2013/test\sad\PublicTest_12383172.jpg,sad,sad,TAK,67.22,23.57,0.0,2.09,0.0,67.22,0.0,7.13
FER2013/test\sad\PrivateTest_70573408.jpg,sad,sad,TAK,74.59,0.01,0.0,23.42,0.27,74.59,0.01,1.7
FER2013/test\sad\PublicTest_82430512.jpg,sad,angry,NIE,1.71,52.31,0.03,32.33,2.04,1.71,0.03,11.55
FER2013/test\sad\PublicTest_66968155.jpg,sad,sad,TAK,95.6,1.56,0.0,2.4,0.0,95.6,0.0,0.43
FER2013/test\sad\PrivateTest_22673081.jpg,sad,fear,NIE,0.08,0.01,0.0,99.65,0.21,0.08,0.0,0.05
FER2013/test\sad\PrivateTest_84002400.jpg,sad,angry,NIE,33.08,47.53,0.0,15.55,3.73,33.08,0.04,0.07
FER2013/test\sad\PrivateTest_19557271.jpg,sad,neutral,NIE,1.47,0.03,0.0,1.41,0.62,1.47,0.0,96.47
FER2013/test\sad\PrivateTest_15070486.jpg,sad,surprise,NIE,2.52,21.22,0.0,18.47,0.25,2.52,49.62,7.93
FER2013/test\sad\PublicTest_15372592.jpg,sad,neutral,NIE,0.11,0.0,0.0,0.0,0.0,0.11,0.0,99.89
FER2013/test\sad\PublicTest_62098967.jpg,sad,sad,TAK,30.87,17.82,0.4,30.78,0.14,30.87,0.01,19.98
FER2013/test\sad\PrivateTest_32903021.jpg,sad,sad,TAK,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
FER2013/test\sad\PublicTest_40110702.jpg,sad,sad,TAK,68.25,7.88,0.0,0.33,0.13,68.25,0.0,23.42
FER2013/test\sad\PublicTest_36094109.jpg,sad,sad,TAK,82.29,0.0,0.0,0.05,0.0,82.29,0.0,17.66
FER2013/test\sad\PrivateTest_29476048.jpg,sad,neutral,NIE,8.99,1.74,0.0,4.47,0.57,8.99,0.0,84.23
FER2013/test\sad\PrivateTest_32223187.jpg,sad,angry,NIE,5.84,62.43,0.0,14.57,0.14,5.84,0.0,17.02
FER2013/test\sad\PrivateTest_45977195.jpg,sad,sad,TAK,99.9,0.0,0.0,0.09,0.01,99.9,0.0,0.01
FER2013/test\sad\PublicTest_34487688.jpg,sad,fear,NIE,1.12,20.43,0.12,64.28,12.71,1.12,0.44,0.9
FER2013/test\sad\PublicTest_46364108.jpg,sad,sad,TAK,99.99,0.0,0.0,0.01,0.0,99.99,0.0,0.0
FER2013/test\sad\PrivateTest_49582812.jpg,sad,sad,TAK,86.68,0.0,0.0,9.66,0.0,86.68,0.0,3.66
FER2013/test\sad\PublicTest_54291759.jpg,sad,sad,TAK,97.12,0.0,0.0,2.88,0.0,97.12,0.0,0.0
FER2013/test\sad\PrivateTest_81798524.jpg,sad,sad,TAK,86.89,2.29,0.0,4.33,5.14,86.89,0.0,1.34
FER2013/test\sad\PublicTest_73964302.jpg,sad,sad,TAK,70.64,0.53,0.57,14.6,1.81,70.64,0.0,11.85
FER2013/test\sad\PrivateTest_76823681.jpg,sad,sad,TAK,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
FER2013/test\sad\PrivateTest_20161982.jpg,sad,sad,TAK,45.79,41.95,0.0,11.11,0.0,45.79,0.0,1.15
FER2013/test\sad\PublicTest_5643728.jpg,sad,sad,TAK,99.7,0.0,0.0,0.29,0.0,99.7,0.0,0.0
FER2013/test\sad\PublicTest_25487288.jpg,sad,neutral,NIE,0.0,0.0,0.0,0.0,41.21,0.0,0.0,58.79
FER2013/test\sad\PublicTest_85624137.jpg,sad,sad,TAK,86.4,0.09,0.0,11.63,0.02,86.4,0.0,1.86
FER2013/test\sad\PrivateTest_68441227.jpg,sad,sad,TAK,99.99,0.0,0.0,0.01,0.0,99.99,0.0,0.0
FER2013/test\sad\PublicTest_30251925.jpg,sad,sad,TAK,95.99,0.15,0.0,1.24,0.04,95.99,0.01,2.57
FER2013/test\sad\PrivateTest_60467387.jpg,sad,angry,NIE,9.82,63.94,0.0,0.0,0.0,9.82,0.0,26.23
FER2013/test\sad\PublicTest_78623112.jpg,sad,sad,TAK,72.06,13.88,0.0,4.23,9.76,72.06,0.0,0.07
FER2013/test\sad\PrivateTest_20623789.jpg,sad,neutral,NIE,0.12,0.0,0.0,0.0,0.0,0.12,0.0,99.88
FER2013/test\sad\PublicTest_92862287.jpg,sad,sad,TAK,99.71,0.0,0.0,0.06,0.0,99.71,0.0,0.23
FER2013/test\sad\PublicTest_79151739.jpg,sad,sad,TAK,97.35,0.0,0.0,2.65,0.0,97.35,0.0,0.0
FER2013/test\sad\PublicTest_97293623.jpg,sad,sad,TAK,97.93,0.0,0.0,0.04,0.78,97.93,0.0,1.25
FER2013/test\sad\PrivateTest_17634420.jpg,sad,sad,TAK,89.23,0.04,0.0,7.56,0.0,89.23,0.0,3.16
FER2013/test\sad\PrivateTest_70717012.jpg,sad,angry,NIE,3.64,93.76,0.01,2.24,0.03,3.64,0.0,0.33
FER2013/test\sad\PrivateTest_13548922.jpg,sad,sad,TAK,98.09,0.11,0.0,0.17,0.0,98.09,0.0,1.64
FER2013/test\sad\PrivateTest_40329773.jpg,sad,angry,NIE,0.13,95.96,0.0,3.91,0.0,0.13,0.0,0.0
FER2013/test\sad\PrivateTest_56395338.jpg,sad,neutral,NIE,6.56,0.0,0.0,0.03,0.0,6.56,0.0,93.41
FER2013/test\sad\PublicTest_90423571.jpg,sad,sad,TAK,94.93,0.58,0.0,0.11,0.0,94.93,0.0,4.39
FER2013/test\sad\PrivateTest_24926749.jpg,sad,happy,NIE,0.01,0.0,0.0,0.11,99.82,0.01,0.0,0.05
FER2013/test\sad\PublicTest_67987207.jpg,sad,happy,NIE,1.43,0.71,0.0,0.61,97.0,1.43,0.0,0.25
FER2013/test\sad\PrivateTest_11149326.jpg,sad,happy,NIE,0.07,5.18,0.0,0.01,56.4,0.07,0.0,38.33
FER2013/test\sad\PrivateTest_60124536.jpg,sad,neutral,NIE,41.14,2.98,0.0,0.31,0.0,41.14,0.0,55.57
FER2013/test\sad\PublicTest_89885503.jpg,sad,sad,TAK,64.32,0.0,0.0,25.39,5.06,64.32,0.0,5.23
FER2013/test\sad\PublicTest_78889305.jpg,sad,neutral,NIE,5.15,2.3,0.0,1.91,0.3,5.15,0.0,90.34
FER2013/test\sad\PublicTest_93519587.jpg,sad,neutral,NIE,31.24,1.97,0.0,6.29,0.09,31.24,0.01,60.41
FER2013/test\sad\PrivateTest_90571997.jpg,sad,fear,NIE,24.85,14.42,0.0,59.13,1.34,24.85,0.0,0.25
FER2013/test\sad\PublicTest_62757931.jpg,sad,neutral,NIE,11.13,0.17,0.0,3.84,0.22,11.13,0.0,84.64
FER2013/test\sad\PublicTest_83074957.jpg,sad,angry,NIE,0.53,97.55,1.47,0.37,0.0,0.53,0.05,0.04
FER2013/test\sad\PrivateTest_1313210.jpg,sad,fear,NIE,11.0,0.06,0.0,88.9,0.0,11.0,0.0,0.03
FER2013/test\sad\PrivateTest_30347635.jpg,sad,neutral,NIE,0.04,0.0,0.0,0.0,0.0,0.04,0.0,99.96
FER2013/test\sad\PrivateTest_69126156.jpg,sad,angry,NIE,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013/test\sad\PrivateTest_85360923.jpg,sad,neutral,NIE,0.05,0.05,0.0,0.0,0.0,0.05,0.0,99.9
FER2013/test\sad\PublicTest_55333410.jpg,sad,sad,TAK,88.26,1.85,0.01,9.07,0.03,88.26,0.0,0.78
FER2013/test\sad\PublicTest_71399421.jpg,sad,angry,NIE,20.28,46.67,0.0,0.13,17.8,20.28,0.0,15.11
FER2013/test\sad\PrivateTest_65052275.jpg,sad,neutral,NIE,0.48,0.09,0.0,0.26,0.09,0.48,0.0,99.08
FER2013/test\sad\PublicTest_71943432.jpg,sad,sad,TAK,84.9,5.07,0.0,1.83,0.09,84.9,0.0,8.11
FER2013/test\sad\PublicTest_12828896.jpg,sad,sad,TAK,81.86,0.06,0.0,18.09,0.0,81.86,0.0,0.0
FER2013/test\sad\PublicTest_17603948.jpg,sad,angry,NIE,7.18,58.54,33.7,0.3,0.26,7.18,0.01,0.01
FER2013/test\sad\PrivateTest_1942677.jpg,sad,happy,NIE,0.02,0.06,0.0,16.47,83.4,0.02,0.0,0.06
FER2013/test\sad\PrivateTest_46492183.jpg,sad,sad,TAK,86.37,8.09,0.0,2.91,0.0,86.37,0.0,2.63
FER2013/test\sad\PrivateTest_71713293.jpg,sad,angry,NIE,20.87,70.35,0.01,6.56,0.58,20.87,0.02,1.62
FER2013/test\sad\PrivateTest_78032262.jpg,sad,sad,TAK,55.37,0.09,0.0,8.52,22.03,55.37,1.05,12.95
FER2013/test\sad\PublicTest_94416517.jpg,sad,sad,TAK,78.91,10.06,0.08,8.83,0.0,78.91,0.0,2.12
FER2013/test\sad\PrivateTest_60802329.jpg,sad,neutral,NIE,0.01,0.0,0.0,0.0,0.0,0.01,0.06,99.93
FER2013/test\sad\PrivateTest_48581881.jpg,sad,neutral,NIE,4.41,1.3,0.0,0.85,0.18,4.41,0.01,93.25
FER2013/test\sad\PrivateTest_59648800.jpg,sad,neutral,NIE,21.8,0.06,0.0,0.59,0.0,21.8,0.0,77.56
FER2013/test\sad\PrivateTest_16163666.jpg,sad,sad,TAK,60.44,2.64,0.07,2.8,2.86,60.44,0.01,31.18
FER2013/test\sad\PrivateTest_46496161.jpg,sad,sad,TAK,73.13,0.49,0.0,0.78,0.19,73.13,0.0,25.42
FER2013/test\sad\PrivateTest_64130261.jpg,sad,angry,NIE,0.25,82.86,0.0,9.48,0.91,0.25,0.0,6.5
FER2013/test\sad\PublicTest_41127334.jpg,sad,neutral,NIE,4.41,2.35,0.0,0.0,0.0,4.41,0.0,93.23
FER2013/test\sad\PublicTest_66286339.jpg,sad,fear,NIE,15.37,0.47,0.0,80.69,0.36,15.37,1.04,2.07
FER2013/test\sad\PrivateTest_11715431.jpg,sad,fear,NIE,10.71,1.02,0.0,87.94,0.0,10.71,0.3,0.04
FER2013/test\sad\PublicTest_59458907.jpg,sad,angry,NIE,31.36,67.0,0.01,1.01,0.0,31.36,0.0,0.62
FER2013/test\sad\PublicTest_89082411.jpg,sad,neutral,NIE,31.9,1.93,0.0,19.53,0.21,31.9,0.63,45.8
FER2013/test\sad\PrivateTest_61539498.jpg,sad,sad,TAK,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
FER2013/test\sad\PrivateTest_17481534.jpg,sad,sad,TAK,84.82,10.92,0.0,0.7,0.0,84.82,0.0,3.56
FER2013/test\sad\PublicTest_70050084.jpg,sad,sad,TAK,99.56,0.03,0.0,0.01,0.0,99.56,0.0,0.41
FER2013/test\sad\PublicTest_51178509.jpg,sad,happy,NIE,0.59,0.0,0.0,0.0,90.6,0.59,0.0,8.81
FER2013/test\sad\PublicTest_29583734.jpg,sad,sad,TAK,97.72,0.26,0.0,2.02,0.0,97.72,0.0,0.0
FER2013/test\sad\PublicTest_13416655.jpg,sad,neutral,NIE,22.71,29.57,0.0,2.08,2.57,22.71,0.0,43.07
FER2013/test\sad\PublicTest_84387141.jpg,sad,angry,NIE,30.01,58.99,0.0,2.59,0.0,30.01,0.0,8.41
FER2013/test\sad\PublicTest_76661542.jpg,sad,sad,TAK,79.01,14.55,0.1,4.98,0.01,79.01,0.01,1.34
FER2013/test\sad\PublicTest_61379075.jpg,sad,angry,NIE,0.09,99.81,0.0,0.09,0.0,0.09,0.0,0.0
FER2013/test\sad\PrivateTest_73867116.jpg,sad,fear,NIE,0.02,0.0,0.0,98.16,1.82,0.02,0.0,0.0
FER2013/test\sad\PrivateTest_66375784.jpg,sad,neutral,NIE,1.89,4.86,0.0,2.51,4.09,1.89,0.65,86.01
FER2013/test\sad\PublicTest_73664955.jpg,sad,sad,TAK,64.7,0.57,0.0,0.0,0.0,64.7,0.0,34.73
FER2013/test\sad\PrivateTest_88631888.jpg,sad,neutral,NIE,3.73,0.43,0.0,1.42,0.13,3.73,0.0,94.29
FER2013/test\sad\PrivateTest_13437169.jpg,sad,neutral,NIE,16.12,9.42,0.01,1.77,0.32,16.12,0.04,72.31
FER2013/test\sad\PublicTest_16345442.jpg,sad,angry,NIE,0.83,96.46,0.0,2.71,0.0,0.83,0.0,0.0
FER2013/test\sad\PrivateTest_1495838.jpg,sad,sad,TAK,84.38,8.96,0.0,6.28,0.01,84.38,0.0,0.37
FER2013/test\sad\PrivateTest_87040159.jpg,sad,angry,NIE,41.89,42.13,0.0,0.42,0.0,41.89,0.0,15.56
FER2013/test\sad\PrivateTest_27970032.jpg,sad,sad,TAK,96.02,0.53,0.0,3.44,0.0,96.02,0.0,0.01
FER2013/test\sad\PublicTest_1701224.jpg,sad,surprise,NIE,6.85,27.43,0.0,13.98,0.03,6.85,50.61,1.1
FER2013/test\sad\PrivateTest_32166112.jpg,sad,happy,NIE,1.74,0.33,0.0,0.27,78.94,1.74,0.13,18.59
FER2013/test\sad\PublicTest_66863695.jpg,sad,sad,TAK,99.42,0.0,0.0,0.29,0.0,99.42,0.0,0.29
FER2013/test\sad\PrivateTest_6824440.jpg,sad,neutral,NIE,0.78,3.43,0.0,1.42,6.58,0.78,1.61,86.17
FER2013/test\sad\PrivateTest_5717248.jpg,sad,fear,NIE,9.68,0.0,0.0,90.25,0.0,9.68,0.0,0.07
FER2013/test\sad\PublicTest_99741160.jpg,sad,fear,NIE,41.66,1.72,5.41,44.67,0.0,41.66,0.0,6.53
FER2013/test\sad\PublicTest_23038302.jpg,sad,neutral,NIE,23.94,20.75,0.0,0.75,0.0,23.94,0.0,54.56
FER2013/test\sad\PrivateTest_36887801.jpg,sad,disgust,NIE,1.24,6.87,72.99,18.41,0.02,1.24,0.2,0.27
FER2013/test\sad\PublicTest_89390081.jpg,sad,sad,TAK,60.69,8.34,0.0,25.36,0.02,60.69,0.02,5.57
FER2013/test\sad\PublicTest_40686855.jpg,sad,neutral,NIE,18.68,5.18,0.0,0.29,0.05,18.68,0.0,75.79
FER2013/test\sad\PublicTest_23782142.jpg,sad,sad,TAK,98.15,0.21,0.05,1.2,0.05,98.15,0.0,0.33
FER2013/test\sad\PublicTest_59278872.jpg,sad,happy,NIE,0.14,0.0,0.0,0.02,96.06,0.14,0.11,3.67
FER2013/test\sad\PublicTest_82930132.jpg,sad,sad,TAK,66.12,0.01,0.0,14.15,5.32,66.12,0.06,14.34
FER2013/test\sad\PrivateTest_53131365.jpg,sad,fear,NIE,37.45,4.58,0.0,42.59,0.0,37.45,0.01,15.37
FER2013/test\sad\PublicTest_4475358.jpg,sad,sad,TAK,88.91,0.1,0.0,3.53,0.01,88.91,0.0,7.46
FER2013/test\sad\PrivateTest_13043698.jpg,sad,sad,TAK,78.75,0.15,0.0,7.07,2.57,78.75,0.0,11.46
FER2013/test\sad\PublicTest_16035970.jpg,sad,angry,NIE,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
FER2013/test\sad\PublicTest_14653915.jpg,sad,happy,NIE,0.25,0.0,0.0,0.03,65.26,0.25,0.82,33.63
FER2013/test\sad\PrivateTest_22791863.jpg,sad,fear,NIE,0.41,0.05,0.0,51.8,0.0,0.41,47.74,0.0
FER2013/test\sad\PublicTest_4084269.jpg,sad,neutral,NIE,2.86,0.01,0.0,44.85,0.03,2.86,0.0,52.25
FER2013/test\sad\PrivateTest_79979511.jpg,sad,neutral,NIE,6.06,0.17,0.0,0.02,0.0,6.06,0.0,93.74
FER2013/test\sad\PublicTest_56379288.jpg,sad,angry,NIE,24.5,72.71,0.86,0.6,0.01,24.5,0.01,1.31
FER2013/test\sad\PublicTest_40857959.jpg,sad,fear,NIE,27.02,16.01,20.1,34.68,0.16,27.02,0.02,2.01
FER2013/test\sad\PublicTest_89937847.jpg,sad,neutral,NIE,10.49,0.7,0.0,0.21,0.0,10.49,0.0,88.6
FER2013/test\sad\PrivateTest_36305628.jpg,sad,neutral,NIE,6.4,25.08,0.0,0.0,0.0,6.4,0.0,68.53
FER2013/test\sad\PrivateTest_45495623.jpg,sad,neutral,NIE,37.83,0.54,0.02,7.87,13.11,37.83,0.05,40.57
FER2013/test\sad\PrivateTest_5798618.jpg,sad,sad,TAK,95.42,4.23,0.01,0.05,0.0,95.42,0.0,0.3
FER2013/test\sad\PublicTest_64746852.jpg,sad,sad,TAK,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
FER2013/test\sad\PublicTest_98020112.jpg,sad,happy,NIE,0.0,0.0,0.0,1.42,98.56,0.0,0.0,0.01
FER2013/test\sad\PublicTest_47814152.jpg,sad,neutral,NIE,1.46,4.32,0.0,0.0,0.05,1.46,0.0,94.17
FER2013/test\sad\PublicTest_29510675.jpg,sad,sad,TAK,97.7,0.01,0.0,2.27,0.0,97.7,0.0,0.03
FER2013/test\sad\PrivateTest_14883248.jpg,sad,fear,NIE,42.98,0.01,0.0,57.01,0.0,42.98,0.0,0.0
FER2013/test\sad\PrivateTest_65597593.jpg,sad,sad,TAK,56.72,12.4,0.0,19.73,0.01,56.72,0.0,11.15
FER2013/test\sad\PrivateTest_71756617.jpg,sad,neutral,NIE,11.16,0.62,0.0,0.0,0.02,11.16,0.0,88.2
FER2013/test\sad\PublicTest_39038271.jpg,sad,sad,TAK,99.41,0.02,0.0,0.56,0.0,99.41,0.0,0.01
FER2013/test\sad\PublicTest_95266818.jpg,sad,angry,NIE,15.1,46.15,0.0,0.02,0.13,15.1,0.0,38.6
FER2013/test\sad\PrivateTest_70796670.jpg,sad,angry,NIE,24.21,68.74,0.0,2.65,0.69,24.21,0.0,3.7
FER2013/test\sad\PrivateTest_10247676.jpg,sad,sad,TAK,37.39,5.41,0.0,22.51,0.07,37.39,0.35,34.28
FER2013/test\sad\PublicTest_31266486.jpg,sad,fear,NIE,0.02,0.0,0.0,99.98,0.0,0.02,0.0,0.0
FER2013/test\sad\PublicTest_65197175.jpg,sad,disgust,NIE,7.54,0.74,74.36,10.52,0.27,7.54,2.87,3.7
FER2013/test\sad\PrivateTest_34116257.jpg,sad,sad,TAK,35.16,7.93,0.01,16.27,32.97,35.16,0.08,7.58
FER2013/test\sad\PublicTest_26204727.jpg,sad,fear,NIE,39.17,16.21,0.0,42.19,0.0,39.17,0.0,2.43
FER2013/test\sad\PrivateTest_55832583.jpg,sad,sad,TAK,44.07,0.53,0.51,20.2,0.98,44.07,0.0,33.71
FER2013/test\sad\PrivateTest_36744300.jpg,sad,sad,TAK,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
FER2013/test\sad\PublicTest_24118890.jpg,sad,sad,TAK,81.75,0.0,0.0,0.0,0.0,81.75,0.0,18.24
FER2013/test\sad\PublicTest_97426469.jpg,sad,sad,TAK,98.72,0.93,0.0,0.03,0.0,98.72,0.0,0.32
FER2013/test\sad\PrivateTest_93658038.jpg,sad,neutral,NIE,8.67,0.06,0.0,0.34,4.89,8.67,0.0,86.04
FER2013/test\sad\PublicTest_63175217.jpg,sad,sad,TAK,76.55,13.43,0.0,3.19,0.0,76.55,0.0,6.83
FER2013/test\sad\PublicTest_94626374.jpg,sad,neutral,NIE,0.01,2.61,0.0,0.0,0.01,0.01,0.01,97.37
FER2013/test\sad\PrivateTest_61342445.jpg,sad,neutral,NIE,19.16,1.21,0.0,24.44,0.03,19.16,0.0,55.16
FER2013/test\sad\PublicTest_19305056.jpg,sad,sad,TAK,94.0,0.07,0.0,2.16,0.0,94.0,0.0,3.76
FER2013/test\sad\PublicTest_50152754.jpg,sad,happy,NIE,3.07,0.0,0.0,0.61,96.33,3.07,0.0,0.0
FER2013/test\sad\PublicTest_75602005.jpg,sad,neutral,NIE,0.39,0.02,0.0,5.72,0.0,0.39,1.36,92.51
FER2013/test\sad\PublicTest_37222742.jpg,sad,sad,TAK,99.92,0.0,0.0,0.08,0.0,99.92,0.0,0.0
FER2013/test\sad\PublicTest_9715467.jpg,sad,neutral,NIE,3.94,0.6,0.0,0.53,27.52,3.94,0.0,67.41
FER2013/test\sad\PrivateTest_33171436.jpg,sad,neutral,NIE,0.02,0.11,0.0,0.0,0.0,0.02,0.0,99.87
FER2013/test\sad\PublicTest_83670653.jpg,sad,neutral,NIE,41.06,0.01,0.0,0.41,0.0,41.06,0.0,58.52
FER2013/test\sad\PublicTest_86661482.jpg,sad,angry,NIE,10.03,89.87,0.0,0.08,0.01,10.03,0.0,0.01
FER2013/test\sad\PublicTest_14736537.jpg,sad,fear,NIE,25.07,7.56,0.15,66.38,0.0,25.07,0.17,0.67
FER2013/test\sad\PublicTest_69587246.jpg,sad,sad,TAK,99.71,0.25,0.0,0.0,0.03,99.71,0.0,0.0
FER2013/test\sad\PrivateTest_81090119.jpg,sad,neutral,NIE,2.71,0.28,0.0,0.03,4.92,2.71,0.0,92.06
FER2013/test\sad\PublicTest_91585163.jpg,sad,sad,TAK,79.21,9.36,0.04,2.28,0.03,79.21,0.01,9.06
FER2013/test\sad\PublicTest_92255463.jpg,sad,neutral,NIE,9.81,2.74,0.0,13.16,0.83,9.81,2.5,70.96
FER2013/test\sad\PrivateTest_67569297.jpg,sad,fear,NIE,22.14,0.53,0.0,50.8,0.17,22.14,0.02,26.35
FER2013/test\sad\PrivateTest_43570474.jpg,sad,neutral,NIE,0.05,0.03,0.0,0.04,19.4,0.05,1.93,78.56
FER2013/test\sad\PrivateTest_13202678.jpg,sad,sad,TAK,46.31,9.5,0.02,6.84,0.27,46.31,0.31,36.76
FER2013/test\sad\PrivateTest_42675578.jpg,sad,neutral,NIE,0.09,7.02,0.0,0.0,0.0,0.09,0.0,92.89
FER2013/test\sad\PrivateTest_48221810.jpg,sad,sad,TAK,99.86,0.03,0.0,0.0,0.0,99.86,0.0,0.11
FER2013/test\sad\PublicTest_93381782.jpg,sad,sad,TAK,92.64,5.9,0.04,0.96,0.43,92.64,0.0,0.02
FER2013/test\sad\PrivateTest_30087405.jpg,sad,happy,NIE,4.74,9.47,0.07,3.81,80.56,4.74,1.33,0.01
FER2013/test\sad\PublicTest_39817717.jpg,sad,angry,NIE,12.17,87.31,0.0,0.35,0.0,12.17,0.0,0.17
FER2013/test\sad\PublicTest_67828734.jpg,sad,surprise,NIE,0.12,0.82,0.0,0.14,0.01,0.12,98.82,0.1
FER2013/test\sad\PrivateTest_27396912.jpg,sad,sad,TAK,99.62,0.01,0.0,0.35,0.0,99.62,0.0,0.02
FER2013/test\sad\PrivateTest_73158433.jpg,sad,fear,NIE,1.7,4.98,0.0,38.99,24.49,1.7,2.07,27.76
FER2013/test\sad\PublicTest_56624502.jpg,sad,sad,TAK,99.48,0.0,0.0,0.0,0.52,99.48,0.0,0.0
FER2013/test\sad\PrivateTest_13447678.jpg,sad,fear,NIE,7.09,3.2,0.01,89.62,0.01,7.09,0.0,0.08
FER2013/test\sad\PrivateTest_68309783.jpg,sad,angry,NIE,18.56,69.48,0.03,11.73,0.0,18.56,0.0,0.2
FER2013/test\sad\PrivateTest_21734160.jpg,sad,sad,TAK,98.96,0.0,0.0,1.04,0.0,98.96,0.0,0.0
FER2013/test\sad\PublicTest_39057061.jpg,sad,sad,TAK,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
FER2013/test\sad\PublicTest_53469582.jpg,sad,sad,TAK,99.99,0.0,0.0,0.01,0.0,99.99,0.0,0.0
FER2013/test\sad\PrivateTest_47129405.jpg,sad,sad,TAK,70.5,0.01,0.0,16.59,0.86,70.5,0.0,12.03
FER2013/test\sad\PrivateTest_24324231.jpg,sad,sad,TAK,45.79,41.95,0.0,11.11,0.0,45.79,0.0,1.15
FER2013/test\sad\PrivateTest_45820414.jpg,sad,sad,TAK,76.2,2.6,0.0,9.01,0.01,76.2,0.0,12.19
FER2013/test\sad\PrivateTest_10658656.jpg,sad,surprise,NIE,0.01,0.1,0.0,1.36,0.0,0.01,98.53,0.0
FER2013/test\sad\PublicTest_3833581.jpg,sad,neutral,NIE,18.18,3.36,0.0,5.99,0.01,18.18,0.0,72.46
FER2013/test\sad\PrivateTest_59691744.jpg,sad,neutral,NIE,0.34,0.0,0.0,0.0,0.0,0.34,0.0,99.66
FER2013/test\sad\PrivateTest_26308386.jpg,sad,neutral,NIE,15.88,2.02,0.0,1.9,0.01,15.88,0.01,80.18
FER2013/test\sad\PublicTest_86645711.jpg,sad,neutral,NIE,1.55,0.01,0.0,37.01,0.77,1.55,0.0,60.66
FER2013/test\sad\PublicTest_1831779.jpg,sad,neutral,NIE,0.04,12.28,0.0,0.0,0.0,0.04,0.0,87.68
FER2013/test\sad\PrivateTest_3062720.jpg,sad,neutral,NIE,0.33,0.0,0.0,0.0,0.03,0.33,0.0,99.65
FER2013/test\sad\PrivateTest_63713007.jpg,sad,surprise,NIE,2.07,4.59,0.0,18.8,0.02,2.07,74.49,0.01
FER2013/test\sad\PublicTest_68003302.jpg,sad,neutral,NIE,9.1,1.76,0.0,0.33,0.0,9.1,0.0,88.81
FER2013/test\sad\PublicTest_79513692.jpg,sad,sad,TAK,80.62,7.96,0.01,0.42,0.66,80.62,0.01,10.33
FER2013/test\sad\PrivateTest_11080550.jpg,sad,sad,TAK,99.55,0.0,0.0,0.44,0.0,99.55,0.0,0.0
FER2013/test\sad\PrivateTest_45035815.jpg,sad,sad,TAK,97.61,0.01,0.0,2.08,0.0,97.61,0.0,0.31
FER2013/test\sad\PrivateTest_6982107.jpg,sad,fear,NIE,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
FER2013/test\sad\PublicTest_8012914.jpg,sad,sad,TAK,99.41,0.0,0.0,0.31,0.0,99.41,0.0,0.28
FER2013/test\sad\PrivateTest_6048665.jpg,sad,neutral,NIE,0.01,0.0,0.0,0.0,0.01,0.01,0.0,99.98
FER2013/test\sad\PrivateTest_23077730.jpg,sad,sad,TAK,56.84,0.0,0.0,1.09,0.0,56.84,0.0,42.07
FER2013/test\sad\PublicTest_3392243.jpg,sad,neutral,NIE,25.34,1.14,0.0,0.34,0.0,25.34,0.0,73.18
FER2013/test\sad\PublicTest_25722558.jpg,sad,neutral,NIE,2.27,0.0,0.0,0.0,0.0,2.27,0.0,97.73
FER2013/test\sad\PublicTest_47191174.jpg,sad,neutral,NIE,42.93,0.37,0.0,4.58,0.0,42.93,0.0,52.12
FER2013/test\sad\PublicTest_85511183.jpg,sad,neutral,NIE,2.86,0.08,0.0,12.52,1.76,2.86,0.01,82.77
FER2013/test\sad\PublicTest_37479286.jpg,sad,sad,TAK,66.38,32.32,0.0,1.27,0.0,66.38,0.0,0.03
FER2013/test\sad\PrivateTest_15055076.jpg,sad,sad,TAK,68.19,0.01,0.0,13.09,7.31,68.19,0.0,11.41
FER2013/test\sad\PrivateTest_8808891.jpg,sad,neutral,NIE,28.57,20.43,0.0,4.12,0.74,28.57,0.01,46.13
FER2013/test\sad\PrivateTest_39876925.jpg,sad,sad,TAK,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
FER2013/test\sad\PublicTest_12838222.jpg,sad,fear,NIE,1.8,0.41,0.0,95.9,0.17,1.8,0.27,1.45
FER2013/test\sad\PrivateTest_60953134.jpg,sad,happy,NIE,0.92,0.14,0.0,0.02,98.52,0.92,0.0,0.4
FER2013/test\sad\PublicTest_42381351.jpg,sad,neutral,NIE,0.01,0.47,0.0,0.0,0.01,0.01,0.0,99.51
FER2013/test\sad\PublicTest_38685191.jpg,sad,sad,TAK,99.96,0.01,0.0,0.03,0.0,99.96,0.0,0.0
